,Unnamed: 0.1,clip_title,labeler,class
0,62,Australian_flash_mob_dance_slice85.mp4,Ahsen,0
1,63,Australian_flash_mob_dance_slice90.mp4,Ahsen,0
2,149,French_flashmob_circle_slice225.mp4,Ahsen,0
3,153,French_flashmob_circle_slice245.mp4,Ahsen,0
4,170,French_flashmob_circle_slice320.mp4,Ahsen,0
5,308,NV_102.mp4,Ahsen,0
6,309,NV_103.mp4,Ahsen,0
7,320,NV_113.mp4,Ahsen,0
8,336,NV_128.mp4,Ahsen,0
9,346,NV_137.mp4,Ahsen,0
10,357,NV_147.mp4,Ahsen,0
11,372,NV_160.mp4,Ahsen,0
12,407,NV_192.mp4,Ahsen,0
13,428,NV_210.mp4,Ahsen,0
14,448,NV_229.mp4,Ahsen,0
15,460,NV_24.mp4,Ahsen,0
16,466,NV_245.mp4,Ahsen,0
17,506,NV_281.mp4,Ahsen,0
18,539,NV_310.mp4,Ahsen,0
19,559,NV_329.mp4,Ahsen,0
20,590,NV_357.mp4,Ahsen,0
21,607,NV_372.mp4,Ahsen,0
22,617,NV_381.mp4,Ahsen,0
23,625,NV_389.mp4,Ahsen,-1
24,628,NV_391.mp4,Ahsen,0
25,632,NV_395.mp4,Ahsen,0
26,637,NV_4.mp4,Ahsen,0
27,644,NV_405.mp4,Ahsen,0
28,667,NV_426.mp4,Ahsen,0
29,668,NV_427.mp4,Ahsen,0
30,690,NV_447.mp4,Ahsen,0
31,694,NV_450.mp4,Ahsen,0
32,721,NV_475.mp4,Ahsen,0
33,765,NV_514.mp4,Ahsen,0
34,774,NV_522.mp4,Ahsen,0
35,828,NV_571.mp4,Ahsen,0
36,842,NV_584.mp4,Ahsen,0
37,847,NV_589.mp4,Ahsen,0
38,867,NV_606.mp4,Ahsen,0
39,908,NV_643.mp4,Ahsen,0
40,932,NV_665.mp4,Ahsen,0
41,934,NV_667.mp4,Ahsen,0
42,943,NV_675.mp4,Ahsen,0
43,982,NV_71.mp4,Ahsen,0
44,1046,NV_768.mp4,Ahsen,0
45,1056,NV_777.mp4,Ahsen,0
46,1058,NV_779.mp4,Ahsen,0
47,1073,NV_792.mp4,Ahsen,0
48,1124,NV_838.mp4,Ahsen,0
49,1126,NV_84.mp4,Ahsen,0
50,1158,NV_869.mp4,Ahsen,0
51,1199,NV_905.mp4,Ahsen,0
52,1209,NV_914.mp4,Ahsen,0
53,1231,NV_934.mp4,Ahsen,-1
54,1235,NV_938.mp4,Ahsen,-1
55,1236,NV_939.mp4,Ahsen,-1
56,1252,NV_953.mp4,Ahsen,0
57,1263,NV_963.mp4,Ahsen,0
58,1269,NV_969.mp4,Ahsen,0
59,1274,NV_973.mp4,Ahsen,0
60,1300,NV_997.mp4,Ahsen,0
61,1329,PutHandsUp_slice65.mp4,Ahsen,0
62,1356,SouthAmericanDrumline_slice25.mp4,Ahsen,0
63,1377,US_NC_asheville_drum_circle_slice115.mp4,Ahsen,0
64,1407,US_NC_asheville_drum_circle_slice250.mp4,Ahsen,0
65,1413,US_NC_asheville_drum_circle_slice280.mp4,Ahsen,0
66,1421,US_NC_asheville_drum_circle_slice315.mp4,Ahsen,0
67,1439,US_NC_asheville_drum_circle_slice40.mp4,Ahsen,0
68,1451,US_NC_asheville_drum_circle_slice450.mp4,Ahsen,0
69,1476,US_NC_asheville_drum_circle_slice560.mp4,Ahsen,0
70,1481,US_NC_asheville_drum_circle_slice585.mp4,Ahsen,0
71,1542,US_NC_asheville_drum_circle_slice860.mp4,Ahsen,0
72,1572,V_115.mp4,Ahsen,1
73,1588,V_13.mp4,Ahsen,1
74,1589,V_130.mp4,Ahsen,1
75,1616,V_155.mp4,Ahsen,1
76,1674,V_207.mp4,Ahsen,-1
77,1730,V_258.mp4,Ahsen,0
78,1754,V_28.mp4,Ahsen,1
79,1765,V_29.mp4,Ahsen,0
80,1806,V_326.mp4,Ahsen,1
81,1815,V_334.mp4,Ahsen,1
82,1855,V_370.mp4,Ahsen,0
83,1885,V_398.mp4,Ahsen,-1
84,1916,V_425.mp4,Ahsen,1
85,1935,V_442.mp4,Ahsen,1
86,1945,V_451.mp4,Ahsen,1
87,1959,V_464.mp4,Ahsen,1
88,1993,V_495.mp4,Ahsen,1
89,2029,V_527.mp4,Ahsen,-1
90,2064,V_559.mp4,Ahsen,-1
91,2093,V_585.mp4,Ahsen,1
92,2096,V_588.mp4,Ahsen,-1
93,2229,V_707.mp4,Ahsen,-1
94,2237,V_714.mp4,Ahsen,0
95,2250,V_726.mp4,Ahsen,0
96,2308,V_779.mp4,Ahsen,1
97,2317,V_787.mp4,Ahsen,0
98,2320,V_79.mp4,Ahsen,1
99,2327,V_796.mp4,Ahsen,1
100,2334,V_801.mp4,Ahsen,0
101,2351,V_817.mp4,Ahsen,0
102,2371,V_835.mp4,Ahsen,1
103,2423,V_882.mp4,Ahsen,0
104,2469,V_923.mp4,Ahsen,1
105,2480,V_933.mp4,Ahsen,1
106,2526,V_975.mp4,Ahsen,1
107,2530,V_979.mp4,Ahsen,0
108,2535,V_983.mp4,Ahsen,0
109,2536,V_984.mp4,Ahsen,0
110,2541,V_989.mp4,Ahsen,0
111,2542,V_99.mp4,Ahsen,0
112,2564,balcony_football_violence__Football_Hooligans_Watford_v_Luton_2002_Version_2__MorningGlory1997__1XbY1Sr2Obw.mp4,Ahsen,-1
113,2589,disneyland_fistfight_slice25.mp4,Ahsen,1
114,2633,downward_strike_punches_slice1130.mp4,Ahsen,0
115,2647,downward_strike_punches_slice1195.mp4,Ahsen,0
116,2660,downward_strike_punches_slice1250.mp4,Ahsen,0
117,2690,downward_strike_punches_slice1390.mp4,Ahsen,0
118,2728,downward_strike_punches_slice1555.mp4,Ahsen,0
119,2730,downward_strike_punches_slice1565.mp4,Ahsen,0
120,2741,downward_strike_punches_slice1615.mp4,Ahsen,0
121,2758,downward_strike_punches_slice210.mp4,Ahsen,4
122,2771,downward_strike_punches_slice270.mp4,Ahsen,0
123,2781,downward_strike_punches_slice315.mp4,Ahsen,0
124,2799,downward_strike_punches_slice40.mp4,Ahsen,0
125,2813,downward_strike_punches_slice460.mp4,Ahsen,0
126,2827,downward_strike_punches_slice520.mp4,Ahsen,0
127,2862,downward_strike_punches_slice680.mp4,Ahsen,0
128,2865,downward_strike_punches_slice695.mp4,Ahsen,0
129,2876,downward_strike_punches_slice745.mp4,Ahsen,0
130,2883,downward_strike_punches_slice775.mp4,Ahsen,4
131,2901,downward_strike_punches_slice855.mp4,Ahsen,0
132,2964,fast_punch_drill_slice145.mp4,Ahsen,4
133,2970,fast_punch_drill_slice170.mp4,Ahsen,0
134,2981,fast_punch_drill_slice25.mp4,Ahsen,0
135,2984,fast_punch_drill_slice40.mp4,Ahsen,0
136,3013,female_makeup_artist_client_slice165.mp4,Ahsen,-1
137,3020,female_makeup_artist_client_slice25.mp4,Ahsen,-1
138,3054,football_crowds__Nepal_U16_versus_Tajikistan_U16__ampr1150gs__xcn-9PxjnIE.mp4,Ahsen,0
139,3085,football_crowds_cheering__IU_Football_travels_to_Michigan__wtiu__GkRsT40daQ0.mp4,Ahsen,0
140,3086,football_crowds_cheering__I_O_W_A__temery16__EDS_jct18FA.mp4,Ahsen,0
141,3114,football_crowds_cheering__Welcome_Home_ACC_Champions_part_A__jamesllvt__UGurBSFE8Es.mp4,Ahsen,0
142,3128,football_violence__Brutal_fight_of_the_hooligans_in_Europe__CocaineBaron__ctbwtUZfhY4.mp4,Ahsen,1
143,3149,football_violence__Football_Violence_Gais_AIK_2005__spliffpolitics__e4xiTNkfN0U.mp4,Ahsen,1
144,3166,football_violence__project_d_football_violence__henkiejwt__MFDeI2bK2Pk.mp4,Ahsen,-1
145,3173,groomsmen_dance_slice0.mp4,Ahsen,-1
146,3210,groomsmen_dance_slice260.mp4,Ahsen,0
147,3237,groomsmen_dance_slice385.mp4,Ahsen,0
148,3242,groomsmen_dance_slice405.mp4,Ahsen,0
149,3252,groomsmen_dance_slice65.mp4,Ahsen,0
150,3280,heavy_bag_drills_slice150.mp4,Ahsen,4
151,3313,heavy_bag_drills_slice300.mp4,Ahsen,4
152,3318,heavy_bag_drills_slice325.mp4,Ahsen,4
153,3348,heavy_bag_drills_slice460.mp4,Ahsen,0
154,3392,hook_punch_power_slice215.mp4,Ahsen,4
155,3421,hook_punch_power_slice5.mp4,Ahsen,4
156,3468,how_to_punch_7_basics_slice255.mp4,Ahsen,4
157,3473,how_to_punch_7_basics_slice280.mp4,Ahsen,0
158,3516,how_to_punch_hard_fast_slice195.mp4,Ahsen,4
159,3521,how_to_punch_hard_fast_slice215.mp4,Ahsen,0
160,3527,how_to_punch_hard_fast_slice25.mp4,Ahsen,4
161,3569,how_to_strike_max_power_slice210.mp4,Ahsen,0
162,3573,how_to_strike_max_power_slice230.mp4,Ahsen,0
163,3577,how_to_strike_max_power_slice25.mp4,Ahsen,0
164,3585,how_to_strike_max_power_slice285.mp4,Ahsen,0
165,3586,how_to_strike_max_power_slice290.mp4,Ahsen,0
166,3599,how_to_strike_max_power_slice35.mp4,Ahsen,0
167,3602,how_to_strike_max_power_slice360.mp4,Ahsen,0
168,3609,how_to_strike_max_power_slice395.mp4,Ahsen,0
169,3621,how_to_strike_max_power_slice45.mp4,Ahsen,4
170,3622,how_to_strike_max_power_slice450.mp4,Ahsen,0
171,3629,how_to_strike_max_power_slice485.mp4,Ahsen,4
172,3638,how_to_strike_max_power_slice520.mp4,Ahsen,0
173,3677,how_to_strike_max_power_slice70.mp4,Ahsen,4
174,3684,how_to_strike_max_power_slice730.mp4,Ahsen,0
175,3690,how_to_strike_max_power_slice755.mp4,Ahsen,4
176,3766,male_makeup_artist_client_slice140.mp4,Ahsen,0
177,3769,male_makeup_artist_client_slice150.mp4,Ahsen,0
178,3782,male_makeup_artist_client_slice210.mp4,Ahsen,0
179,3790,male_makeup_artist_client_slice25.mp4,Ahsen,0
180,3800,male_makeup_artist_client_slice65.mp4,Ahsen,0
181,3841,mitt_drill_slice20.mp4,Ahsen,0
182,3842,mitt_drill_slice200.mp4,Ahsen,0
183,3896,obama_fist_bumps_slice40.mp4,Ahsen,-1
184,3978,perfect_hook_punch_slice0.mp4,Ahsen,0
185,3983,perfect_hook_punch_slice115.mp4,Ahsen,0
