video-UID,clip_title,labeler,class
10005,Australian_flash_mob_dance_slice0.mp4,Lance,-1
10014,Australian_flash_mob_dance_slice135.mp4,Lance,0
10019,Australian_flash_mob_dance_slice155.mp4,Lance,0
10032,Australian_flash_mob_dance_slice215.mp4,Lance,0
10033,Australian_flash_mob_dance_slice220.mp4,Lance,0
10037,Australian_flash_mob_dance_slice240.mp4,Lance,0
10040,Australian_flash_mob_dance_slice250.mp4,Lance,0
10042,Australian_flash_mob_dance_slice260.mp4,Lance,0
10044,Australian_flash_mob_dance_slice270.mp4,Lance,0
10055,Australian_flash_mob_dance_slice50.mp4,Lance,0
10060,Australian_flash_mob_dance_slice75.mp4,Lance,0
10066,British_Football_Hooligans_Mix_3__MorningGlory1997__kW23lUV6oFk_slice10.mp4,Lance,0
10067,British_Football_Hooligans_Mix_3__MorningGlory1997__kW23lUV6oFk_slice15.mp4,Lance,1
10077,ByronBay_slice120.mp4,Lance,0
10081,ByronBay_slice140.mp4,Lance,0
10085,ByronBay_slice155.mp4,Lance,0
10087,ByronBay_slice165.mp4,Lance,0
10090,ByronBay_slice180.mp4,Lance,0
10092,ByronBay_slice190.mp4,Lance,0
10097,ByronBay_slice210.mp4,Lance,0
10111,ByronBay_slice40.mp4,Lance,0
10113,ByronBay_slice5.mp4,Lance,0
10125,FENERBAHCE_ULTRAS_VS_COPS_VIOLENCE_RIOT__2maxpower1453__e7Bv5fTBqqI_slice5.mp4,Lance,1
10129,French_flashmob_circle_slice105.mp4,Lance,0
10148,French_flashmob_circle_slice195.mp4,Lance,0
10149,French_flashmob_circle_slice20.mp4,Lance,0
10151,French_flashmob_circle_slice205.mp4,Lance,0
10153,French_flashmob_circle_slice215.mp4,Lance,0
10162,French_flashmob_circle_slice255.mp4,Lance,0
10163,French_flashmob_circle_slice260.mp4,Lance,0
10174,French_flashmob_circle_slice310.mp4,Lance,4
10181,French_flashmob_circle_slice345.mp4,Lance,4
10184,French_flashmob_circle_slice355.mp4,Lance,0
10187,French_flashmob_circle_slice370.mp4,Lance,-1
10196,French_flashmob_circle_slice70.mp4,Lance,0
10198,French_flashmob_circle_slice80.mp4,Lance,0
10212,HShackeysack_slice140.mp4,Lance,0
10214,HShackeysack_slice15.mp4,Lance,0
10215,HShackeysack_slice150.mp4,Lance,0
10225,HShackeysack_slice20.mp4,Lance,0
10227,HShackeysack_slice205.mp4,Lance,0
10234,HShackeysack_slice240.mp4,Lance,0
10250,HShackeysack_slice310.mp4,Lance,0
10253,HShackeysack_slice325.mp4,Lance,0
10258,HShackeysack_slice35.mp4,Lance,0
10272,HShackeysack_slice50.mp4,Lance,0
10279,HShackeysack_slice85.mp4,Lance,0
10284,Hooligans_violence__5x5_russian_hooligans_fight__Parkhom__GnfpwW6sMkc_slice5.mp4,Lance,1
10297,Hooligans_violence__Football_Hooligans_Preston_V_Bradford_2003__eliteborg__NLtW_TzoQm4.mp4,Lance,1
10302,Hooligans_violence__Football_hooligans_Reading_Swansea_1993__MrSmasherlad__9I7MpDQc82k_slice20.mp4,Lance,1
10303,Hooligans_violence__Football_hooligans_Reading_Swansea_1993__MrSmasherlad__9I7MpDQc82k_slice5.mp4,Lance,1
10314,Hooligans_violence__Koudlam_See_you_All__panrecord__nFWgiZxnz7o_slice5.mp4,Lance,1
10318,Hooligans_violence__The_Best_Fans_in_the_World_Part_4_Hooligans__crvenobeli__3mXS25x.mp4,Lance,1
10320,La_cara_de_la_Violencia__soygonzalinho__GZhruAcf0q8_slice0.mp4,Lance,0
10321,La_cara_de_la_Violencia__soygonzalinho__GZhruAcf0q8_slice10.mp4,Lance,1
10322,La_cara_de_la_Violencia__soygonzalinho__GZhruAcf0q8_slice15.mp4,Lance,1
10343,NV_114.mp4,Lance,0
10348,NV_119.mp4,Lance,0
10352,NV_122.mp4,Lance,0
10354,NV_124.mp4,Lance,0
10362,NV_130.mp4,Lance,0
10371,NV_139.mp4,Lance,0
10373,NV_140.mp4,Lance,0
10376,NV_143.mp4,Lance,0
10377,NV_144.mp4,Lance,0
10389,NV_155.mp4,Lance,0
10390,NV_156.mp4,Lance,0
10405,NV_17.mp4,Lance,0
10406,NV_170.mp4,Lance,0
10409,NV_173.mp4,Lance,0
10413,NV_177.mp4,Lance,0
10415,NV_179.mp4,Lance,0
10418,NV_181.mp4,Lance,0
10423,NV_186.mp4,Lance,0
10432,NV_194.mp4,Lance,0
10434,NV_196.mp4,Lance,0
10441,NV_201.mp4,Lance,0
10455,NV_214.mp4,Lance,0
10456,NV_215.mp4,Lance,0
10462,NV_220.mp4,Lance,0
10463,NV_221.mp4,Lance,0
10470,NV_228.mp4,Lance,0
10484,NV_240.mp4,Lance,0
10491,NV_247.mp4,Lance,0
10500,NV_255.mp4,Lance,0
10502,NV_257_slice0.mp4,Lance,0
10515,NV_269.mp4,Lance,0
10525,NV_278.mp4,Lance,0
10534,NV_286_slice0.mp4,Lance,0
10537,NV_288.mp4,Lance,0
10545,NV_295.mp4,Lance,0
10548,NV_298.mp4,Lance,0
10554,NV_302.mp4,Lance,0
10560,NV_308.mp4,Lance,0
10570,NV_317.mp4,Lance,0
10575,NV_321.mp4,Lance,0
10579,NV_325.mp4,Lance,0
10587,NV_332.mp4,Lance,0
10590,NV_335.mp4,Lance,0
10591,NV_336.mp4,Lance,0
10597,NV_340.mp4,Lance,0
10598,NV_341.mp4,Lance,0
10599,NV_342.mp4,Lance,0
10603,NV_346_slice0.mp4,Lance,0
10604,NV_347.mp4,Lance,0
10610,NV_351_slice5.mp4,Lance,0
10615,NV_356.mp4,Lance,0
10625,NV_365.mp4,Lance,0
10637,NV_376.mp4,Lance,0
10673,NV_409.mp4,Lance,0
10677,NV_412.mp4,Lance,0
10679,NV_414.mp4,Lance,0
10689,NV_423.mp4,Lance,0
10695,NV_429.mp4,Lance,0
10702,NV_435.mp4,Lance,0
10708,NV_440.mp4,Lance,0
10713,NV_445.mp4,Lance,0
10734,NV_465.mp4,Lance,0
10741,NV_471.mp4,Lance,0
10753,NV_482.mp4,Lance,0
10754,NV_483.mp4,Lance,0
10768,NV_496.mp4,Lance,0
10769,NV_497.mp4,Lance,0
10770,NV_498.mp4,Lance,0
10773,NV_50.mp4,Lance,0
10778,NV_504.mp4,Lance,0
10782,NV_508.mp4,Lance,0
10784,NV_51.mp4,Lance,0
10788,NV_513.mp4,Lance,0
10791,NV_516.mp4,Lance,0
10795,NV_52.mp4,Lance,0
10797,NV_521.mp4,Lance,0
10803,NV_527.mp4,Lance,0
10810,NV_533.mp4,Lance,0
10811,NV_534.mp4,Lance,0
10813,NV_536.mp4,Lance,0
10814,NV_537.mp4,Lance,0
10818,NV_540.mp4,Lance,0
10825,NV_547.mp4,Lance,1
10838,NV_559.mp4,Lance,0
10841,NV_561.mp4,Lance,0
10845,NV_565.mp4,Lance,0
10853,NV_572.mp4,Lance,0
10859,NV_578.mp4,Lance,0
10862,NV_580.mp4,Lance,0
10874,NV_591.mp4,Lance,0
10877,NV_594.mp4,Lance,0
10879,NV_596.mp4,Lance,0
10883,NV_6.mp4,Lance,0
10889,NV_604.mp4,Lance,0
10892,NV_607.mp4,Lance,0
10902,NV_616.mp4,Lance,0
10905,NV_619.mp4,Lance,0
10923,NV_635.mp4,Lance,0
10954,NV_663.mp4,Lance,0
10957,NV_666.mp4,Lance,0
10960,NV_669.mp4,Lance,0
10963,NV_671.mp4,Lance,0
10972,NV_68.mp4,Lance,0
10978,NV_685.mp4,Lance,0
10980,NV_687.mp4,Lance,0
10985,NV_691.mp4,Lance,0
10986,NV_692.mp4,Lance,0
10999,NV_703.mp4,Lance,0
11002,NV_706.mp4,Lance,0
11009,NV_712.mp4,Lance,0
11010,NV_713.mp4,Lance,0
11017,NV_72.mp4,Lance,0
11037,NV_736_slice0.mp4,Lance,0
11040,NV_738_slice0.mp4,Lance,0
11047,NV_744_slice0.mp4,Lance,0
11054,NV_750.mp4,Lance,0
11064,NV_76.mp4,Lance,0
11067,NV_761_slice5.mp4,Lance,0
11068,NV_762.mp4,Lance,0
11069,NV_763.mp4,Lance,0
11070,NV_764.mp4,Lance,0
11076,NV_77.mp4,Lance,0
11090,NV_782.mp4,Lance,0
11095,NV_787.mp4,Lance,0
11098,NV_79.mp4,Lance,0
11105,NV_796.mp4,Lance,0
11106,NV_797.mp4,Lance,0
11108,NV_799.mp4,Lance,0
11110,NV_80.mp4,Lance,0
11113,NV_802.mp4,Lance,0
11114,NV_803.mp4,Lance,0
11115,NV_804.mp4,Lance,0
11121,NV_81.mp4,Lance,0
11122,NV_810.mp4,Lance,0
11136,NV_823.mp4,Lance,0
11144,NV_830.mp4,Lance,0
11145,NV_831.mp4,Lance,0
11153,NV_839_slice5.mp4,Lance,0
11158,NV_843.mp4,Lance,0
11179,NV_862.mp4,Lance,0
11192,NV_874.mp4,Lance,0
11200,NV_881.mp4,Lance,0
11203,NV_884.mp4,Lance,0
11218,NV_898.mp4,Lance,0
11226,NV_904.mp4,Lance,0
11232,NV_91.mp4,Lance,0
11239,NV_916.mp4,Lance,0
11241,NV_918.mp4,Lance,0
11244,NV_920.mp4,Lance,0
11256,NV_931.mp4,Lance,0
11257,NV_932.mp4,Lance,0
11258,NV_933.mp4,Lance,0
11259,NV_935.mp4,Lance,0
11264,NV_941.mp4,Lance,0
11280,NV_956.mp4,Lance,0
11305,NV_979.mp4,Lance,0
11312,NV_985.mp4,Lance,0
11318,NV_990.mp4,Lance,0
11329,NV_992_slice135.mp4,Lance,-1
11336,NV_992_slice165.mp4,Lance,-1
11347,NV_992_slice55.mp4,Lance,-1
11350,NV_992_slice70.mp4,Lance,-1
11353,NV_992_slice85.mp4,Lance,-1
11354,NV_992_slice90.mp4,Lance,-1
11356,NV_993.mp4,Lance,0
11357,NV_994.mp4,Lance,0
11360,NV_996_slice5.mp4,Lance,0
11368,PutHandsUp_slice105.mp4,Lance,0
11371,PutHandsUp_slice120.mp4,Lance,0
11392,PutHandsUp_slice70.mp4,Lance,4
11395,PutHandsUp_slice85.mp4,Lance,0
11398,SouthAmericanDrumline_slice0.mp4,Lance,0
11404,SouthAmericanDrumline_slice120.mp4,Lance,0
11406,SouthAmericanDrumline_slice130.mp4,Lance,0
11407,SouthAmericanDrumline_slice135.mp4,Lance,0
11411,SouthAmericanDrumline_slice150.mp4,Lance,0
11416,SouthAmericanDrumline_slice175.mp4,Lance,0
11417,SouthAmericanDrumline_slice20.mp4,Lance,0
11426,SouthAmericanDrumline_slice60.mp4,Lance,0
11429,SouthAmericanDrumline_slice75.mp4,Lance,0
11438,US_NC_asheville_drum_circle_slice110.mp4,Lance,0
11445,US_NC_asheville_drum_circle_slice145.mp4,Lance,0
11447,US_NC_asheville_drum_circle_slice150.mp4,Lance,0
11451,US_NC_asheville_drum_circle_slice170.mp4,Lance,0
11470,US_NC_asheville_drum_circle_slice255.mp4,Lance,0
11472,US_NC_asheville_drum_circle_slice265.mp4,Lance,0
11474,US_NC_asheville_drum_circle_slice275.mp4,Lance,0
11484,US_NC_asheville_drum_circle_slice320.mp4,Lance,0
11487,US_NC_asheville_drum_circle_slice335.mp4,Lance,0
11495,US_NC_asheville_drum_circle_slice370.mp4,Lance,0
11498,US_NC_asheville_drum_circle_slice385.mp4,Lance,0
11499,US_NC_asheville_drum_circle_slice390.mp4,Lance,0
11500,US_NC_asheville_drum_circle_slice395.mp4,Lance,0
11502,US_NC_asheville_drum_circle_slice400.mp4,Lance,0
11504,US_NC_asheville_drum_circle_slice410.mp4,Lance,0
11511,US_NC_asheville_drum_circle_slice445.mp4,Lance,0
11525,US_NC_asheville_drum_circle_slice500.mp4,Lance,0
11527,US_NC_asheville_drum_circle_slice510.mp4,Lance,0
11534,US_NC_asheville_drum_circle_slice545.mp4,Lance,0
11542,US_NC_asheville_drum_circle_slice580.mp4,Lance,0
11553,US_NC_asheville_drum_circle_slice630.mp4,Lance,0
11554,US_NC_asheville_drum_circle_slice635.mp4,Lance,0
11556,US_NC_asheville_drum_circle_slice645.mp4,Lance,0
11566,US_NC_asheville_drum_circle_slice690.mp4,Lance,0
11572,US_NC_asheville_drum_circle_slice715.mp4,Lance,0
11578,US_NC_asheville_drum_circle_slice745.mp4,Lance,0
11583,US_NC_asheville_drum_circle_slice765.mp4,Lance,0
11584,US_NC_asheville_drum_circle_slice770.mp4,Lance,0
11588,US_NC_asheville_drum_circle_slice790.mp4,Lance,0
11597,US_NC_asheville_drum_circle_slice830.mp4,Lance,0
