video-UID,clip_title,labeler,class
10003,5yo_vs_Mickey_slice20.mp4,Ahsen,0
10013,Australian_flash_mob_dance_slice130.mp4,Ahsen,0
10017,Australian_flash_mob_dance_slice15.mp4,Ahsen,0
10029,Australian_flash_mob_dance_slice200.mp4,Ahsen,0
10064,Australian_flash_mob_dance_slice95.mp4,Ahsen,0
10076,ByronBay_slice115.mp4,Ahsen,0
10079,ByronBay_slice130.mp4,Ahsen,0
10120,ByronBay_slice80.mp4,Ahsen,0
10193,French_flashmob_circle_slice55.mp4,Ahsen,0
10203,HShackeysack_slice10.mp4,Ahsen,0
10226,HShackeysack_slice200.mp4,Ahsen,0
10295,Hooligans_violence__Football_Hooligans_Germany_v_Poland_Euro_2008__MorningGlory1997__gtaGluIXEaU.mp4,Ahsen,1
10313,Hooligans_violence__Koudlam_See_you_All__panrecord__nFWgiZxnz7o.mp4_slice20.mp4,Ahsen,1
10317,Hooligans_violence__Russian_Hooligans_Zenit_St_Petersburg__LordXavior__iMjISeT72vQ.mp4_slice5.mp4,Ahsen,1
10325,NV_1.mp4,Ahsen,0
10361,NV_13.mp4_slice5.mp4,Ahsen,0
10363,NV_131.mp4,Ahsen,0
10410,NV_174.mp4,Ahsen,0
10416,NV_18.mp4,Ahsen,0
10465,NV_223.mp4,Ahsen,0
10468,NV_226.mp4_slice0.mp4,Ahsen,0
10479,NV_236.mp4,Ahsen,0
10480,NV_237.mp4,Ahsen,0
10499,NV_254.mp4,Ahsen,0
10556,NV_304.mp4,Ahsen,0
10561,NV_309.mp4,Ahsen,0
10568,NV_315.mp4,Ahsen,0
10594,NV_338.mp4_slice5.mp4,Ahsen,0
10600,NV_343.mp4,Ahsen,0
10617,NV_358.mp4,Ahsen,0
10656,NV_394.mp4,Ahsen,0
10756,NV_485.mp4,Ahsen,0
10764,NV_492.mp4,Ahsen,0
10819,NV_541.mp4,Ahsen,0
10842,NV_562.mp4,Ahsen,0
10848,NV_568.mp4,Ahsen,0
10876,NV_593.mp4,Ahsen,0
10885,NV_600.mp4,Ahsen,0
10888,NV_603.mp4,Ahsen,0
10944,NV_654.mp4,Ahsen,0
10945,NV_655.mp4,Ahsen,0
10947,NV_657.mp4,Ahsen,0
10982,NV_689.mp4,Ahsen,0
11020,NV_722.mp4,Ahsen,0
11042,NV_74.mp4,Ahsen,0
11071,NV_765.mp4,Ahsen,0
11072,NV_766.mp4,Ahsen,0
11100,NV_791.mp4,Ahsen,0
11148,NV_834.mp4,Ahsen,0
11221,NV_90.mp4,Ahsen,0
11266,NV_943.mp4,Ahsen,0
11268,NV_945.mp4,Ahsen,0
11289,NV_964.mp4,Ahsen,0
11304,NV_978.mp4,Ahsen,0
11331,NV_992.mp4_slice145.mp4,Ahsen,-1
11348,NV_992.mp4_slice60.mp4,Ahsen,-1
11362,NV_998.mp4_slice5.mp4,Ahsen,0
11425,SouthAmericanDrumline_slice55.mp4,Ahsen,0
11450,US_NC_asheville_drum_circle_slice165.mp4,Ahsen,0
11462,US_NC_asheville_drum_circle_slice220.mp4,Ahsen,0
11503,US_NC_asheville_drum_circle_slice405.mp4,Ahsen,0
11522,US_NC_asheville_drum_circle_slice495.mp4,Ahsen,0
11557,US_NC_asheville_drum_circle_slice65.mp4,Ahsen,0
11558,US_NC_asheville_drum_circle_slice650.mp4,Ahsen,0
11571,US_NC_asheville_drum_circle_slice710.mp4,Ahsen,0
11582,US_NC_asheville_drum_circle_slice760.mp4,Ahsen,0
11614,US_NC_asheville_drum_circle_slice95.mp4,Ahsen,0
11667,V_144.mp4_slice0.mp4,Ahsen,0
11673,V_148.mp4_slice0.mp4,Ahsen,0
11720,V_190.mp4_slice0.mp4,Ahsen,1
11725,V_194.mp4,Ahsen,2
11746,V_214.mp4_slice0.mp4,Ahsen,1
11751,V_219.mp4_slice0.mp4,Ahsen,1
11783,V_249.mp4,Ahsen,1
11822,V_289.mp4,Ahsen,1
11826,V_292.mp4_slice0.mp4,Ahsen,1
11864,V_323.mp4_slice0.mp4,Ahsen,1
11926,V_377.mp4_slice0.mp4,Ahsen,1
11936,V_384.mp4,Ahsen,1
11939,V_387.mp4,Ahsen,1
11955,V_401.mp4,Ahsen,0
12001,V_443.mp4,Ahsen,1
12016,V_457.mp4,Ahsen,1
12032,V_470.mp4,Ahsen,0
12044,V_482.mp4,Ahsen,0
12057,V_494.mp4,Ahsen,1
12086,V_52.mp4_slice0.mp4,Ahsen,1
12136,V_566.mp4_slice0.mp4,Ahsen,-1
12139,V_569.mp4_slice0.mp4,Ahsen,-1
12145,V_574.mp4_slice0.mp4,Ahsen,-1
12162,V_590.mp4_slice0.mp4,Ahsen,-1
12172,V_6.mp4,Ahsen,0
12174,V_600.mp4_slice0.mp4,Ahsen,-1
12175,V_601.mp4_slice0.mp4,Ahsen,-1
12231,V_651.mp4,Ahsen,-1
12266,V_683.mp4,Ahsen,-1
12282,V_698.mp4,Ahsen,0
12286,V_700.mp4,Ahsen,0
12308,V_721.mp4,Ahsen,0
12334,V_746.mp4,Ahsen,0
12336,V_748.mp4,Ahsen,0
12350,V_760.mp4,Ahsen,1
12422,V_789.mp4_slice290.mp4,Ahsen,0
12430,V_789.mp4_slice325.mp4,Ahsen,1
12452,V_789.mp4_slice90.mp4,Ahsen,0
12457,V_792.mp4,Ahsen,1
12465,V_8.mp4_slice0.mp4,Ahsen,0
12478,V_811.mp4,Ahsen,3
12500,V_832.mp4,Ahsen,1
12525,V_855.mp4,Ahsen,1
12533,V_862.mp4,Ahsen,1
12569,V_895.mp4,Ahsen,0
12571,V_897.mp4,Ahsen,0
12573,V_899.mp4_slice0.mp4,Ahsen,1
12590,V_913.mp4,Ahsen,0
